data,Palermo,Messina,Catania,Enna,Trapani,Caltanissetta,Siracusa,Ragusa,Agrigento
1972-09-01,34.98743,45.167213,23.3969,21.728434,49.06316,10.025732,19.891819,10.82938,15.758026
1972-10-01,114.98105,126.678185,130.02904,125.188545,106.37972,185.25523,168.86748,95.662445,156.32591
1972-11-01,7.988094,8.2242365,0.2820732,1.8459533,2.7714317,0.78211534,0.40196553,0.0,1.1694776
1972-12-01,110.58893,396.24283,275.33878,219.6749,102.74434,151.0046,267.60553,126.108574,123.82677
1973-01-01,156.9884,310.95416,254.1271,253.51584,89.6746,187.7974,249.07933,198.29857,103.432755
1973-02-01,116.61449,173.91869,116.08025,107.77222,79.1447,89.96303,108.889114,113.89401,87.541794
1973-03-01,128.98903,184.16695,140.57503,120.03541,82.7798,104.48426,112.967476,67.941864,103.35618
1973-04-01,43.56507,58.14063,29.703856,40.218464,21.903845,36.734222,29.027216,13.965005,35.109844
1973-05-01,14.574206,19.937403,10.809828,13.21335,3.0646455,9.68353,6.480681,7.101571,9.623719
1973-06-01,0.11484157,0.95863634,1.578788,0.054121107,0.059289712,0.0,1.2369072,0.0,0.12418293
1973-07-01,34.124775,48.91929,29.729208,25.683084,20.847115,12.6606,4.9471684,2.958025,13.947991
1973-08-01,11.374662,23.194197,21.255636,14.271851,13.509186,6.597963,24.710781,13.646644,7.6718507
1973-09-01,44.993603,62.426247,17.797937,14.812933,62.466866,10.940775,19.353992,11.601574,18.560837
1973-10-01,95.92384,140.20296,73.50689,88.51089,70.146255,64.23754,59.031452,43.750885,54.686012
1973-11-01,31.01648,31.384201,11.145371,10.505427,35.662422,19.73986,12.118651,14.978712,21.737562
1973-12-01,98.27498,157.33083,135.8188,126.43177,94.03256,89.114944,140.366,105.35128,78.63605
1974-01-01,31.87722,32.268955,28.50353,34.043694,32.317932,44.566296,23.58558,25.54602,48.205948
1974-02-01,140.72089,156.63802,101.930016,98.53255,93.33411,87.66707,90.515854,71.21843,95.70423
1974-03-01,33.017223,69.6637,38.849537,32.42274,28.100931,31.628561,34.408268,38.756474,40.44661
1974-04-01,123.23905,100.99396,73.07764,92.182915,78.96332,85.32255,68.56706,46.309795,85.508286
1974-05-01,25.30042,21.76757,7.3921256,13.532394,26.542654,12.152258,4.547141,7.689772,15.794522
1974-06-01,9.341441,8.971058,0.6405767,4.750759,1.294288,1.8576779,1.475902,5.3681374,2.060744
1974-07-01,3.6131687,8.864822,1.8347377,0.08217984,1.7398967,0.0,0.12685305,0.0,0.0
1974-08-01,10.680819,14.796956,10.171034,5.2558646,2.2303348,8.460651,8.178128,0.9088438,6.1034184
1974-09-01,70.97391,45.63576,38.116558,48.951935,62.46596,54.101788,50.493965,54.461853,70.40991
1974-10-01,85.03941,102.228676,70.46603,77.25945,87.21833,73.27644,84.51227,78.47148,111.8301
1974-11-01,82.105255,130.6818,58.49615,78.14096,57.41874,81.94884,63.44013,43.887558,73.54057
1974-12-01,39.377464,65.296,12.330192,18.257399,42.545383,15.192059,7.419529,17.623684,29.345385
1975-01-01,24.05176,53.805954,15.725678,15.571903,13.838753,18.634266,19.19861,9.215892,22.57733
1975-02-01,76.67556,129.50926,106.91956,93.075294,70.92433,66.32419,146.24443,84.39999,77.63069
1975-03-01,71.10958,87.25738,58.807884,56.495255,64.498276,57.03876,54.99344,58.765953,62.150116
1975-04-01,35.243034,26.860672,13.175328,15.405364,29.707085,19.452175,12.139072,8.774694,26.352406
1975-05-01,46.78737,59.027756,36.26993,31.861973,41.306633,26.022467,33.110226,27.591408,30.4028
1975-06-01,11.193998,42.800224,5.054677,5.714656,2.0816827,5.47928,3.7665803,0.19949488,5.55389
1975-07-01,0.046048466,0.42918414,0.09449205,0.0011532765,0.0,0.0,0.0,0.063384,0.0
1975-08-01,62.2598,53.07711,82.26414,58.782146,56.979633,70.53075,86.899216,115.931786,78.55625
1975-09-01,18.255177,21.764233,13.202796,21.8795,18.43746,11.815749,16.572912,14.761448,10.205599
1975-10-01,68.44036,70.300186,62.93049,58.83667,66.9353,54.737595,93.25558,55.024544,54.154957
1975-11-01,90.50629,110.85676,97.13733,42.27831,69.373566,45.781586,152.33965,129.04976,55.91914
1975-12-01,81.409874,80.5801,46.45522,48.56743,84.937004,45.007313,77.17609,42.84753,49.204456
1976-01-01,88.84517,91.598465,52.22137,39.098633,68.14411,52.259846,68.96742,43.201134,45.641815
1976-02-01,155.74446,146.85278,136.53853,119.25437,142.45723,111.759056,126.5316,94.82607,126.99338
1976-03-01,96.336716,107.37217,97.46778,74.34857,77.83574,59.347443,99.04728,70.159325,92.73002
1976-04-01,26.045444,52.84784,16.42374,12.110445,26.275858,14.687089,14.981227,11.772195,17.667187
1976-05-01,53.07916,53.219364,35.143272,42.589684,53.059658,51.748535,27.75042,21.494766,63.856285
1976-06-01,47.447826,49.478565,38.332382,65.64786,29.974758,22.01695,33.708054,31.072464,15.910045
1976-07-01,33.835274,56.821865,22.33288,33.500107,10.765554,22.348358,25.223038,0.5657643,7.467146
1976-08-01,32.935143,48.895256,59.031105,53.369743,13.439055,30.99385,31.033962,20.823738,35.285645
1976-09-01,14.995591,15.922897,29.16761,34.488636,11.735289,30.285015,22.367304,15.275464,34.901237
1976-10-01,177.23016,232.79916,203.46458,215.7779,180.00438,231.55629,223.81175,177.6387,252.47057
1976-11-01,227.09142,208.83615,163.14566,164.54594,291.75952,155.52377,161.7721,158.81087,207.39967
1976-12-01,157.80779,244.10168,152.16199,171.86961,100.39984,172.29657,119.31385,142.95428,178.46448
1977-01-01,74.40272,111.4586,83.30128,79.17506,45.92789,76.87529,145.07515,110.07806,58.75687
1977-02-01,16.349907,37.136127,21.139784,18.94349,10.977575,17.375568,19.136694,24.613209,16.964529
1977-03-01,15.26043,26.583189,6.700107,6.521333,11.990179,6.758712,2.2673461,1.9200288,11.450021
1977-04-01,86.87887,100.36299,54.68533,57.64654,59.046776,55.87796,40.586327,45.263264,54.651802
1977-05-01,9.287866,18.297342,7.505431,10.592267,6.8093996,9.325375,2.286132,3.1721053,8.962532
1977-06-01,13.115434,31.904621,5.8426094,9.22898,13.385242,6.167114,5.2975,1.101293,10.105156
1977-07-01,0.04917081,0.04957643,0.0011261988,0.0,0.10634621,0.0,0.0,0.0,0.054393698
1977-08-01,3.014088,1.6000185,0.81268,0.74906445,4.07447,0.90175986,1.0897309,1.1875817,1.4975827
1977-09-01,35.37906,53.542023,40.591488,41.675545,17.665474,33.857635,42.503986,24.532116,36.872562
1977-10-01,12.261385,13.520205,13.825735,15.304535,17.305794,8.276443,14.4789,11.456002,11.479306
1977-11-01,69.369835,77.30358,23.432533,35.588375,59.662716,49.863457,29.84139,35.697445,65.20107
1977-12-01,47.54691,72.47867,23.123827,21.884579,29.85929,26.774153,35.892143,21.27764,34.63532
1978-01-01,152.51532,144.36792,98.53478,111.244896,127.44023,131.04216,129.09955,147.56805,168.51793
1978-02-01,97.032646,117.9238,32.507843,54.083176,69.54604,51.790627,19.132824,28.122843,66.29305
1978-03-01,50.31485,86.29588,35.51559,28.03227,35.08013,22.965456,22.824135,26.440151,31.643805
1978-04-01,128.27171,159.0182,108.838264,115.50927,102.99308,100.222916,84.528366,81.77447,117.5653
1978-05-01,39.81622,42.056126,32.03579,30.228464,37.96794,28.437412,26.960299,25.339233,27.209965
1978-06-01,3.4355083,9.962522,16.472034,14.326434,0.5784859,3.3981588,8.894427,2.316111,4.061378
1978-07-01,0.5380901,0.36601725,0.0,0.45428002,0.0,0.42945102,0.0,0.0,1.6117977
1978-08-01,11.4437475,12.604108,12.366842,21.319265,3.8382025,6.374246,21.493086,1.5999465,2.5993056
1978-09-01,32.53199,40.99107,18.083065,12.339689,21.192846,11.703337,13.237322,6.3231773,13.781185
1978-10-01,132.31209,174.47676,92.835396,120.48386,170.25375,113.78177,133.60387,72.884796,133.15143
1978-11-01,77.49055,56.02335,74.0735,65.71372,70.72462,72.25327,103.69972,90.56339,85.730446
1978-12-01,65.438934,52.93611,29.987112,27.487171,83.25612,35.21088,43.87161,64.24424,71.05855
1979-01-01,109.0018,110.594215,57.6387,72.19482,81.69815,64.844086,50.45499,39.245686,81.20313
1979-02-01,101.81229,122.31319,89.236786,77.78633,116.970085,67.04651,101.64879,99.89279,86.24843
1979-03-01,65.89253,57.136295,42.434135,49.863884,48.24675,57.80501,30.613878,38.851105,61.74356
1979-04-01,99.64435,94.73659,70.69445,72.26595,63.757095,55.450397,83.34329,50.88608,55.2944
1979-05-01,6.9061513,20.090881,15.502893,13.444306,0.44001845,7.2224035,12.095971,8.328808,2.1583269
1979-06-01,9.415747,18.578917,3.7529993,7.2415843,5.036119,4.4456334,4.0206237,3.4937582,4.3992767
1979-07-01,0.0,1.1398783,0.6698527,0.25275585,0.0,0.0,0.8644402,0.16738059,0.030270524
1979-08-01,6.8893313,24.857464,13.191999,21.029547,11.625985,16.521925,9.354837,25.227749,7.415032
1979-09-01,41.923206,33.0693,48.078083,37.04309,71.05744,21.107157,79.190926,55.90423,51.924755
1979-10-01,121.918884,139.80185,131.53438,97.55346,111.98025,85.26571,127.70022,99.36472,114.72516
1979-11-01,87.34872,126.29889,73.24864,86.260864,66.55731,99.08581,85.85768,96.12766,89.59893
1979-12-01,56.998016,105.61873,26.963593,31.74204,31.604612,25.419596,14.105393,14.127926,39.221714
1980-01-01,61.537834,125.82027,56.78024,48.932114,45.856064,45.52532,56.727203,40.039383,57.849304
1980-02-01,41.309032,56.55113,43.033195,32.800762,29.7483,29.646328,81.36828,55.7105,27.72943
1980-03-01,133.04305,155.40172,90.08468,114.39536,81.52367,82.20552,82.26577,75.995575,97.61871
1980-04-01,56.41399,58.45086,29.704834,31.37845,56.66359,35.363407,40.223324,27.847662,46.432877
1980-05-01,47.66526,86.72016,32.360107,35.428898,32.188934,33.456326,26.96489,29.25673,34.53336
1980-06-01,7.853226,12.997259,1.1580353,1.6757843,6.2025194,1.8327405,0.048790492,0.0,3.5810676
1980-07-01,0.025128577,0.047432646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-08-01,10.053531,37.07502,5.912876,3.456086,2.341896,0.58071834,1.6228837,0.0,0.7922165
1980-09-01,10.718065,18.47361,25.221834,21.861439,7.5568166,11.552653,39.2914,34.745605,20.694721
1980-10-01,66.93381,82.51492,39.46199,51.463543,63.23162,29.865452,35.35509,27.96922,32.379654
1980-11-01,62.63294,51.578842,49.923985,78.46607,45.88302,82.2233,43.32925,46.403248,71.005424
1980-12-01,94.518234,157.18721,91.36155,75.19652,80.50746,62.13836,110.07416,95.13342,75.25994
1981-01-01,172.90285,181.26134,56.168976,67.82376,107.44487,77.0958,77.90825,70.59037,99.672714
1981-02-01,90.70228,128.30627,62.57961,55.66502,60.619236,54.876965,59.27019,55.90697,79.8672
1981-03-01,19.51032,17.394218,2.72756,3.4231493,20.572405,5.3278427,0.5767236,1.8302644,10.170264
1981-04-01,17.706196,27.646326,11.060297,13.761739,19.181305,18.237986,3.6187932,11.566534,15.434452
1981-05-01,20.731136,17.582163,6.5475407,9.333597,15.691435,7.2161703,1.6010438,1.2258123,10.896184
1981-06-01,4.146888,4.7659206,0.43171772,0.8607184,4.878195,1.679853,0.0,0.0,2.2419329
1981-07-01,1.0927956,9.617392,1.3198507,0.6167939,0.033835497,0.42480016,0.81148356,0.0,0.45253557
1981-08-01,15.402194,54.288597,14.053836,13.533925,1.8501855,9.727124,10.738228,3.5414863,11.140845
1981-09-01,15.657185,28.725853,25.024048,23.861189,11.456776,13.551795,40.00309,15.859754,11.727779
1981-10-01,36.59482,34.131462,14.643026,17.988497,17.381916,15.81989,14.338484,11.207999,17.564299
1981-11-01,57.69763,85.42957,31.204618,19.806444,29.48562,24.34094,33.043724,30.576397,21.976875
1981-12-01,100.22009,77.485115,59.140694,68.69869,76.541435,71.97023,65.24015,59.50902,89.98927
1982-01-01,45.348225,79.38649,105.48097,50.67858,26.450047,30.950737,208.9438,78.60408,26.522911
1982-02-01,83.8246,118.707054,96.88474,84.47746,71.58549,73.30251,112.04786,88.60546,80.42439
1982-03-01,125.91439,136.17154,50.4634,66.88606,67.73123,64.23447,58.374287,36.968464,65.61048
1982-04-01,93.420456,101.30613,77.103874,86.541985,89.741714,87.166855,93.46431,69.43027,74.45649
1982-05-01,20.558718,14.923681,16.833979,17.181768,17.486567,20.831553,16.121264,23.452955,25.825193
1982-06-01,7.37325,18.155252,6.767419,8.489295,2.133314,4.471556,3.1637833,2.4444392,4.803854
1982-07-01,3.491656,9.557373,8.350421,10.705347,0.6186209,2.5735404,3.0903742,1.8612064,1.6253779
1982-08-01,5.5921,16.189375,6.3017716,1.4232821,0.22208837,0.62479585,5.8807635,0.0,0.34330964
1982-09-01,37.147556,61.34801,51.246147,34.00177,28.378448,31.040264,45.789448,24.629202,26.2375
1982-10-01,92.38053,162.7674,126.412895,116.3697,84.8122,92.19075,149.09082,89.25083,98.46748
1982-11-01,110.36049,103.21175,103.64325,97.11106,136.31834,133.0494,143.27748,170.18791,135.27484
1982-12-01,127.21776,104.12406,73.80559,72.889595,117.86271,99.25429,96.9994,116.493454,118.935524
1983-01-01,24.79396,68.42588,17.633862,11.762225,19.341166,4.99553,4.8678365,5.7722783,14.247919
1983-02-01,57.807007,80.783745,31.40661,36.44502,35.728485,39.843956,26.85982,32.22834,41.2585
1983-03-01,81.811104,67.05691,26.89949,37.25281,77.837814,50.240276,33.746365,43.015686,69.86861
1983-04-01,4.550579,23.319939,5.221154,5.354678,3.6354666,2.5202875,8.298588,0.93708456,1.5084813
1983-05-01,20.433813,23.746246,11.911592,21.548351,12.321339,19.527107,3.8189104,1.215444,20.281414
1983-06-01,4.2205925,11.955507,4.3172793,6.4067717,0.80767834,2.2138638,2.9218745,0.6518376,1.8122447
1983-07-01,3.7627523,10.9521885,15.686602,11.296618,1.2364466,0.387136,22.040197,15.066541,0.66496086
1983-08-01,16.007109,48.313183,12.415724,14.46218,26.209723,7.4288406,7.8533425,0.24413732,11.83931
1983-09-01,78.44855,86.54148,77.17846,64.819466,70.70851,58.95255,68.64648,77.37481,43.383728
1983-10-01,63.35931,69.6356,58.66025,46.549065,75.11886,47.44632,90.570244,37.3692,29.39507
1983-11-01,116.60094,182.31224,110.70362,104.45418,80.46974,91.628006,153.80331,81.35123,127.65633
1983-12-01,159.54799,179.33917,76.82788,92.94399,119.47111,80.114075,76.470375,83.484375,86.381325
1984-01-01,48.341785,66.60235,20.119396,23.428246,34.601128,20.16781,14.18777,21.568579,25.836077
1984-02-01,89.62249,93.751366,50.056694,51.488293,80.66162,50.723896,59.479717,46.309868,64.58941
1984-03-01,63.506298,82.270706,39.24757,46.505882,66.21471,41.345783,37.25138,33.805744,56.589546
1984-04-01,37.84184,101.53146,42.99495,42.879498,20.292568,33.86324,32.95401,26.143013,30.10945
1984-05-01,14.502255,8.551181,7.5239463,10.198227,11.77401,6.097231,0.7087123,0.007158994,7.71201
1984-06-01,2.3892963,2.298833,0.017711958,0.07746866,3.7501416,0.0,0.28277856,0.0,0.15577382
1984-07-01,0.017471863,1.8914607,0.020107731,0.27282834,0.0,0.0,0.10396721,0.0,0.0
1984-08-01,8.332365,23.970926,10.925418,4.9904065,10.31635,6.680519,20.898634,1.5707148,3.9553447
1984-09-01,45.627674,25.817116,34.195827,35.267593,55.439102,51.84644,50.12024,56.774155,53.68029
1984-10-01,42.35338,61.71264,55.026855,49.438435,47.031998,30.09005,53.542732,34.2158,23.761017
1984-11-01,91.664764,165.11366,93.01885,125.664604,52.549507,120.41142,60.33668,60.325733,69.92211
1984-12-01,97.46873,171.128,212.88315,189.38126,66.99251,160.48749,222.26085,198.46083,111.136086
1985-01-01,150.95097,263.11774,248.80794,176.49054,110.19845,153.0692,300.18964,221.9177,135.00665
1985-02-01,61.049904,84.11086,35.49069,24.980904,56.576385,41.330547,37.100727,37.84943,59.73571
1985-03-01,118.03476,146.06004,74.60236,67.58919,119.992615,80.867355,59.249027,61.08455,113.07288
1985-04-01,102.168,87.192986,60.086456,62.16246,52.03662,66.25724,53.466465,61.906895,47.875126
1985-05-01,24.974756,41.620773,26.605492,34.925205,24.6646,18.305038,16.400087,15.260389,18.151127
1985-06-01,0.41385216,1.5107627,0.049899876,0.27887776,0.10396312,0.2569916,0.21852502,0.48138314,0.880603
1985-07-01,0.50620705,4.1949534,3.6936917,2.8262782,0.0,0.25236747,12.807602,3.4495533,0.50469726
1985-08-01,0.38903585,1.7757814,0.008638418,0.08688564,0.009591834,0.01780895,0.6495743,0.0,0.00148416
1985-09-01,25.041897,32.070084,30.635784,37.6123,31.624903,68.85728,40.34039,22.924812,58.964024
1985-10-01,68.62104,121.75696,63.983986,63.10728,56.9089,62.04672,95.06283,75.87786,84.88466
1985-11-01,58.3753,49.151947,27.035948,25.842031,60.29753,44.70155,22.099298,25.006134,53.80752
1985-12-01,10.885146,22.86729,22.494745,10.985409,15.304652,5.829173,25.29478,14.894967,9.9614935
1986-01-01,104.19907,129.96089,44.259098,59.392456,70.826195,66.878456,42.20626,47.0677,90.38742
1986-02-01,118.290985,101.69551,54.55793,55.829315,89.920815,84.274635,65.42815,67.60621,103.70975
1986-03-01,97.148254,214.9975,107.767586,86.319,80.88594,70.67644,108.07577,70.522514,75.15422
1986-04-01,22.472994,18.587357,5.7103376,5.1844273,29.25277,9.208405,1.7366197,3.947265,20.833364
1986-05-01,11.621619,25.747116,7.504219,18.63659,5.4594297,33.010124,8.353979,20.05596,16.547056
1986-06-01,8.924799,20.417246,10.416757,16.59954,4.9546633,8.732511,1.2147744,0.56930524,5.886267
1986-07-01,8.258708,16.879583,7.3437424,6.405308,10.190838,8.392535,1.830465,1.4134318,9.240453
1986-08-01,3.175683,4.685936,6.9657016,10.460645,0.047352422,5.2480702,15.9,2.009156,0.95867205
1986-09-01,34.539524,63.682526,57.208557,54.59878,8.019718,37.38671,64.89904,65.41895,13.613948
1986-10-01,107.1553,119.56413,105.203255,99.93935,81.50377,86.6456,127.97819,112.84157,94.458
1986-11-01,60.965714,118.5375,156.18498,82.81312,67.540215,67.41966,222.31,146.8711,77.01992
1986-12-01,73.83862,93.79333,64.377556,55.693268,71.175575,40.22898,114.17157,62.95628,52.261242
1987-01-01,79.52287,92.396706,39.285797,72.34273,67.11623,61.173492,35.30207,37.871746,61.91556
1987-02-01,111.99275,166.44888,44.14925,50.510418,66.9032,41.473816,38.980766,42.733402,54.94573
1987-03-01,65.88498,109.1869,60.4464,52.475613,45.26857,54.717545,62.12577,64.58792,48.54253
1987-04-01,16.1482,21.222298,13.660855,8.770116,15.871666,10.140524,19.351309,20.853403,8.322843
1987-05-01,62.46285,57.50371,34.5895,55.73082,38.118183,48.71802,22.62856,15.201005,42.445824
1987-06-01,6.468539,13.894073,4.32441,9.438057,2.7750914,9.13279,1.9488454,7.6087675,6.546993
1987-07-01,3.4732316,6.6218677,11.766715,35.425358,3.9094386,9.757049,11.045117,12.701113,1.2103492
1987-08-01,0.914045,3.3970485,2.2079325,7.3536067,0.0028997227,0.7434199,6.390984,0.019111484,0.070785016
1987-09-01,23.500378,36.4093,25.783695,15.393409,2.7687416,31.908209,30.784632,3.389916,25.807484
1987-10-01,57.71728,87.65511,24.435383,32.748703,34.23519,38.70201,14.857949,19.438417,45.471672
1987-11-01,158.73329,156.33159,52.67607,68.95277,101.76551,54.02449,26.079403,16.243858,78.52026
1987-12-01,48.752464,85.80639,32.25085,35.326576,44.183617,31.60998,24.214722,40.201405,35.917
1988-01-01,98.317345,168.09888,53.941612,54.756844,51.437943,49.103786,76.18185,65.098335,56.11864
1988-02-01,78.380295,98.74258,43.974,55.006004,48.82403,51.38042,35.204674,54.33859,63.11326
1988-03-01,131.09332,179.78586,92.309906,107.58143,60.624863,79.85647,56.697826,36.203857,78.84626
1988-04-01,48.993584,53.56607,19.27953,23.537703,34.067566,29.559948,16.743254,12.997351,41.965256
1988-05-01,11.4764,17.852678,4.44993,5.803233,2.7168994,0.814467,0.00969752,0.0,0.525658
1988-06-01,9.908576,15.40979,7.7608852,8.891041,8.783185,7.878722,1.6270993,2.1545448,7.7421613
1988-07-01,0.012185214,0.3977398,0.009645084,0.13991301,0.0,0.009595365,0.0,0.0,0.03318907
1988-08-01,18.262527,28.211739,18.104605,19.188967,2.068929,1.9926056,12.85189,8.424139,3.6381097
1988-09-01,93.798965,86.96835,54.037376,70.507576,93.640526,61.488106,49.159782,54.47907,77.80715
1988-10-01,17.746906,49.87061,16.667068,12.053858,22.183172,6.1122794,16.264912,9.496345,14.997358
1988-11-01,84.630615,119.01393,87.635124,72.470634,73.218445,80.19528,83.21686,54.68425,72.31348
1988-12-01,105.00365,130.73065,75.02712,132.61345,58.903927,124.751076,105.65317,58.855034,92.28814
1989-01-01,16.66433,83.1687,56.924572,18.32747,29.851875,13.699396,97.94187,53.006283,24.988619
1989-02-01,40.12226,26.71903,41.486393,24.235857,22.158918,34.244232,93.36616,38.35862,30.867304
1989-03-01,22.125214,38.235794,29.807177,16.3813,17.73642,19.44515,32.037727,21.177917,20.007095
1989-04-01,72.95307,62.048134,21.079786,44.41811,82.807465,48.421734,18.580906,23.977169,64.54719
1989-05-01,23.41207,38.16031,11.8213005,9.233543,22.87474,13.37039,13.100436,17.424034,11.613671
1989-06-01,9.928118,19.344055,15.672017,6.943907,3.2895427,3.6726513,6.7677026,3.9853683,2.0256107
1989-07-01,5.1023254,28.678106,13.094488,8.026802,0.057955526,1.1659998,4.0264616,0.3398283,1.0977628
1989-08-01,8.738387,19.962439,19.268488,32.37697,0.5475091,14.890027,24.1053,5.8009744,6.809339
1989-09-01,36.179577,44.290432,29.387491,25.254503,66.22988,23.09754,34.211113,26.611277,34.796543
1989-10-01,78.908295,67.11582,56.211853,67.34784,55.691715,103.12956,71.84606,73.35597,149.53584
1989-11-01,54.01805,62.91748,58.0942,52.429356,55.020893,64.00277,83.682465,40.685654,80.00921
1989-12-01,60.592537,93.93335,90.613976,47.31354,61.21359,44.48246,197.23282,61.104904,61.49228
1990-01-01,52.48361,93.91927,99.706406,46.755234,58.362766,55.58004,161.11116,80.06516,49.563084
1990-02-01,16.94167,63.456444,14.429087,10.266775,18.17324,17.50638,16.181263,29.891125,21.935503
1990-03-01,26.17606,24.016047,5.290951,5.4526067,20.285374,21.649956,4.430192,8.768693,33.42661
1990-04-01,99.29758,110.67411,59.692467,77.52629,90.71422,78.91772,58.71868,61.767155,86.2581
1990-05-01,50.813095,44.508873,47.729942,56.55605,21.788862,44.16052,47.48735,28.416393,35.8918
1990-06-01,1.7092015,3.8998747,2.6932125,2.1262133,0.51113445,0.51744294,1.2091805,1.2676126,0.5141157
1990-07-01,4.375939,25.653868,10.355853,16.406967,3.6605303,16.591501,2.5436618,7.074236,4.3737874
1990-08-01,30.854654,55.04861,49.99728,70.90742,13.686021,14.093912,40.23586,2.817356,5.2770042
1990-09-01,25.171389,19.489302,27.863005,26.93841,41.52804,39.412395,32.080906,44.57987,21.64059
1990-10-01,70.06299,80.84406,64.18123,84.98397,87.61665,106.54608,35.95375,65.38296,155.10162
1990-11-01,53.527634,96.2862,69.64817,30.639341,41.63222,24.868221,127.70211,30.208809,28.270142
1990-12-01,148.59763,126.87969,109.367294,104.204155,130.2147,134.9275,176.13338,146.17403,153.56082
1991-01-01,61.79569,114.424255,94.157776,77.90467,37.91174,62.732693,109.31314,88.64717,52.82786
1991-02-01,108.418976,116.59963,64.28708,76.213005,86.780266,73.50947,64.568344,50.77686,88.92097
1991-03-01,55.710533,81.79906,46.310146,25.90425,30.956064,15.628322,64.6554,12.785491,20.409807
1991-04-01,79.44594,62.205956,40.097374,43.36485,52.839214,55.904144,40.29007,34.426113,75.04761
1991-05-01,29.770407,30.819262,13.489015,24.950626,10.397454,21.733053,13.031298,13.220946,11.069508
1991-06-01,12.895036,13.253487,11.777147,14.3667145,6.571098,13.234029,2.6800408,0.43456367,10.323493
1991-07-01,1.981936,9.533966,1.0870168,0.49556795,0.0034291425,0.08854566,0.15855761,0.0,0.10452418
1991-08-01,2.5868804,19.020435,11.340304,14.985699,0.058926396,0.8366663,17.522732,5.889277,1.2048329
1991-09-01,62.88113,61.01135,80.6694,49.600533,53.199932,52.88229,58.600895,36.654533,66.258484
1991-10-01,96.83228,128.00114,94.892044,184.64243,113.98442,135.9763,87.171234,112.890335,94.91129
1991-11-01,58.621365,60.94474,40.79608,44.022083,61.54621,46.253345,46.569973,38.5393,49.291775
1991-12-01,94.66798,153.64377,103.8299,69.781235,50.63833,69.7596,156.84947,109.10693,75.08993
1992-01-01,100.4487,189.70557,222.08958,179.23615,101.566055,122.36996,315.8735,224.40042,117.26254
1992-02-01,11.40827,27.288458,19.365557,11.406284,7.3770237,7.9026985,29.412472,20.080397,8.794655
1992-03-01,35.3058,41.576862,31.909924,24.887526,25.286217,34.799503,29.309801,30.582056,43.33464
1992-04-01,98.791115,88.661415,31.241505,56.75501,69.50364,53.04355,21.867203,14.69758,70.14748
1992-05-01,67.54442,96.86235,65.8453,60.396896,48.670837,50.25121,68.08811,28.54001,54.732597
1992-06-01,24.628782,43.795307,26.6876,16.238684,4.5062194,10.2313175,27.473906,11.016014,8.047184
1992-07-01,6.6884265,12.680733,16.236181,12.981914,15.725406,14.456034,14.734321,18.319464,10.875094
1992-08-01,22.217102,13.684021,23.338316,41.940845,10.663259,15.386322,27.740438,8.427258,9.38564
1992-09-01,33.860077,40.12011,27.270088,29.181892,34.295525,18.580276,34.965504,30.895435,18.229317
1992-10-01,67.2999,44.779057,33.574005,41.80712,49.201344,45.058624,30.797352,39.29145,61.089844
1992-11-01,77.41354,51.341522,9.460846,14.876059,72.76617,21.987337,4.2911954,8.740261,53.51001
1992-12-01,115.97471,152.37436,159.96176,115.61023,106.27208,102.73259,212.59236,127.130394,122.26126
1993-01-01,33.03142,81.98779,37.36915,26.297373,20.591885,15.71716,30.923235,34.477108,18.056974
1993-02-01,76.87003,123.271545,45.920063,43.837402,35.03057,36.43764,61.094055,41.665382,37.574303
1993-03-01,72.761856,134.2776,43.338135,36.994095,43.538845,24.815464,29.881147,22.270727,30.885393
1993-04-01,31.229773,32.2808,10.6604595,9.636946,27.266838,14.591712,19.936958,6.2928247,21.931702
1993-05-01,56.108284,60.323574,41.893124,53.19142,39.027924,47.379192,90.10048,60.337612,44.245323
1993-06-01,0.07173856,16.528736,0.47463095,0.045975994,0.009098225,0.0,0.0,0.0,0.0
1993-07-01,0.069676764,1.7273538,0.0,0.0,0.0,0.0,0.24837737,0.0,0.0
1993-08-01,4.0060945,1.2495161,2.7902296,1.8349295,2.2078466,1.867985,1.823699,0.08423351,0.18326433
1993-09-01,38.92759,26.992752,25.417355,31.319048,57.96638,43.01559,18.230337,30.662605,48.51455
1993-10-01,135.57079,118.36065,77.274254,79.43442,135.5908,89.30953,80.79174,60.23562,128.77783
1993-11-01,119.29343,180.2607,142.67302,113.00788,109.83757,103.416824,215.16872,110.0733,103.15968
1993-12-01,71.302444,76.19168,57.876118,54.157196,46.820595,57.02431,148.83658,120.72551,64.40795
1994-01-01,101.410065,160.09315,66.90137,79.22209,88.10149,63.720345,84.42848,61.692772,79.67929
1994-02-01,151.10042,225.57458,51.634132,78.261795,86.7443,66.204025,43.785553,38.195103,77.69621
1994-03-01,0.40074274,1.0499742,2.9067283,0.5997997,0.040945947,0.62706953,6.040849,9.454776,0.25685185
1994-04-01,70.44325,93.61214,32.099293,36.04136,26.67972,48.444183,42.935143,29.134853,55.50497
1994-05-01,9.815505,21.730276,5.5810885,11.877642,4.8266478,11.313241,6.210213,4.6999187,4.7062535
1994-06-01,19.162457,28.764647,21.183022,25.805235,9.597425,17.048187,11.566068,12.112941,14.3381605
1994-07-01,14.951437,23.620298,26.644833,36.77316,3.9931524,18.512024,31.270409,12.299731,15.977833
